group_id,split,size,first_stem,last_stem
183,train,3,000014_026_00000064,000014_026_00000190
184,train,1,000014_026_suppl_00000160,000014_026_suppl_00000160
185,val,1,000014_032_00000068,000014_032_00000068
186,val,1,000014_035_00000199,000014_035_00000199
187,train,1,000014_037_00000271,000014_037_00000271
188,train,1,000014_037_suppl_00000451,000014_037_suppl_00000451
189,train,1,000014_045_suppl_00000390,000014_045_suppl_00000390
190,train,2,000014_047_00000139,000014_047_00000208
191,val,1,000014_047_suppl_00000349,000014_047_suppl_00000349
192,train,1,000014_049_suppl_00000180,000014_049_suppl_00000180
193,train,3,000014_050_00000001,000014_050_00000273
194,train,1,000014_050_suppl_00000172,000014_050_suppl_00000172
195,val,2,000014_051_suppl_00000171,000014_051_suppl_00000341
196,train,4,000014_052_00000001,000014_052_00000261
197,train,1,000014_052_suppl_00000164,000014_052_suppl_00000164
198,train,1,000014_053_suppl_00000165,000014_053_suppl_00000165
199,train,2,000014_060_00000001,000014_060_00000205
200,train,1,000014_062_00000001,000014_062_00000001
201,val,1,000014_062_suppl_00000174,000014_062_suppl_00000174
202,train,2,000014_064_00000001,000014_064_00000135
203,train,1,000014_069_suppl_00000350,000014_069_suppl_00000350
204,val,3,000015_004_00000090,000015_004_00000268
205,train,1,000015_004_suppl_00000223,000015_004_suppl_00000223
206,train,1,000015_008_00000001,000015_008_00000001
207,train,1,000015_009_00000001,000015_009_00000001
208,val,4,000016_001_00000001,000016_001_00000269
209,train,1,000016_003_suppl_00000166,000016_003_suppl_00000166
210,train,2,000016_006_00000001,000016_006_00000253
211,train,2,000016_008_00000133,000016_008_00000265
212,train,1,000016_008_suppl_00000331,000016_008_suppl_00000331
213,train,1,000016_009_00000001,000016_009_00000001
214,train,1,000016_015_00000129,000016_015_00000129
215,train,3,000016_016_00000065,000016_016_00000257
216,train,1,000016_016_suppl_00000324,000016_016_suppl_00000324
217,train,3,000016_021_00000001,000016_021_00000249
218,train,2,000016_021_suppl_00000156,000016_021_suppl_00000310
219,train,2,000016_023_00000001,000016_023_00000143
220,train,1,000016_024_suppl_00000180,000016_024_suppl_00000180
221,train,2,000016_027_00000001,000016_027_00000281
222,train,1,000016_028_00000257,000016_028_00000257
223,train,1,000016_030_00000069,000016_030_00000069
224,train,1,000016_033_00000208,000016_033_00000208
225,train,3,000016_034_00000067,000016_034_00000265
226,train,1,000016_034_suppl_00000330,000016_034_suppl_00000330
227,train,1,000016_036_suppl_00000363,000016_036_suppl_00000363
228,train,1,000016_039_00000190,000016_039_00000190
229,train,1,000016_039_suppl_00000160,000016_039_suppl_00000160
230,train,1,000016_042_00000261,000016_042_00000261
231,train,1,000016_042_suppl_00000164,000016_042_suppl_00000164
232,train,1,000016_043_00000117,000016_043_00000117
233,val,2,000016_043_suppl_00000147,000016_043_suppl_00000292
234,train,3,000016_044_00000085,000016_044_00000169
235,val,1,000017_010_00000143,000017_010_00000143
236,train,1,000017_011_00000297,000017_011_00000297
237,train,2,000017_012_00000135,000017_012_00000202
238,val,1,000017_012_suppl_00000335,000017_012_suppl_00000335
239,train,1,000017_015_00000001,000017_015_00000001
240,train,1,000017_015_suppl_00000162,000017_015_suppl_00000162
241,train,1,000017_018_suppl_00000233,000017_018_suppl_00000233
242,train,2,000017_020_00000001,000017_020_00000214
243,train,2,000017_020_suppl_00000179,000017_020_suppl_00000356
244,train,2,000017_021_00000001,000017_021_00000265
245,train,2,000017_021_suppl_00000166,000017_021_suppl_00000331
246,train,2,000018_001_00000155,000018_001_00000232
247,train,1,000018_003_suppl_00000173,000018_003_suppl_00000173
248,train,2,000018_004_00000155,000018_004_00000232
249,train,2,000018_006_00000063,000018_006_00000187
250,train,4,000018_007_00000001,000018_007_00000277
251,train,2,000018_008_00000001,000018_008_00000261
252,train,1,000019_003_00000139,000019_003_00000139
253,val,3,000019_005_00000001,000019_005_00000196
254,train,1,000019_009_00000141,000019_009_00000141
255,train,1,000019_014_00000001,000019_014_00000001
256,train,1,000019_015_00000001,000019_015_00000001
257,train,2,000019_016_00000052,000019_016_00000154
258,train,1,000019_017_00000001,000019_017_00000001
259,train,3,000019_018_00000001,000019_018_00000145
260,train,1,000019_019_00000225,000019_019_00000225
261,val,1,000019_027_00000141,000019_027_00000141
262,train,1,000019_028_00000273,000019_028_00000273
263,train,1,000019_029_00000205,000019_029_00000205
264,train,3,000019_030_00000001,000019_030_00000285
265,train,1,000019_038_00000205,000019_038_00000205
266,train,1,000019_039_00000277,000019_039_00000277
267,val,1,000019_040_00000208,000019_040_00000208
268,train,1,000019_041_00000141,000019_041_00000141
269,train,1,000019_044_00000001,000019_044_00000001
270,train,1,000019_045_00000145,000019_045_00000145
271,train,1,000020_002_00000123,000020_002_00000123
272,train,1,000020_003_00000253,000020_003_00000253
273,val,4,000020_010_00000001,000020_010_00000089
274,train,2,000020_011_00000076,000020_011_00000151
275,train,3,000020_014_00000001,000020_014_00000193
276,val,3,000020_015_00000064,000020_015_00000253
277,train,1,000020_018_00000093,000020_018_00000093
278,train,3,000021_001_00000133,000021_001_00000265
279,train,2,000021_003_00000001,000021_003_00000091
280,train,3,000021_004_00000065,000021_004_00000193
281,val,1,000021_006_00000208,000021_006_00000208
282,val,1,000021_007_00000137,000021_007_00000137
283,train,3,000021_014_00000066,000021_014_00000261
284,train,1,000021_015_00000001,000021_015_00000001
285,train,1,000021_020_00000131,000021_020_00000131
286,train,2,000021_021_00000028,000021_021_00000109
287,train,1,000021_024_00000085,000021_024_00000085
288,train,1,000022_006_00000001,000022_006_00000001
289,val,1,000022_008_00000001,000022_008_00000001
290,train,2,000022_014_00000068,000022_014_00000269
291,train,1,000022_018_00000001,000022_018_00000001
292,train,3,000023_001_00000001,000023_001_00000325
293,train,3,000023_002_00000001,000023_002_00000285
294,train,1,000023_003_00000341,000023_003_00000341
295,train,2,000023_005_00000070,000023_005_00000139
296,train,3,000023_008_00000068,000023_008_00000269
297,val,1,000023_009_00000217,000023_009_00000217
298,train,2,000023_012_00000085,000023_012_00000169
299,val,3,000032_003_00000001,000032_003_00000131
300,train,2,000032_027_00000013,000032_027_00000037
301,train,2,000032_028_00000009,000032_028_00000017
302,val,1,000032_029_00000001,000032_029_00000001
303,val,20,00000072,00000157
304,train,20,000081,000203
305,train,20,00000163,00000234
306,train,20,000206,000309
307,train,20,00000239,00000355
308,train,20,000311,000377
309,train,60,00000364,00000629
310,val,20,000379,000481
311,train,20,000484,000553
312,val,20,000554,000644
313,val,9,00000634,00000682
314,train,20,000647,000750
315,train,20,000752,000812
316,train,20,000813,000924
317,val,20,000926,001039
318,train,20,001045,001128
319,train,40,001131,001281
320,train,20,001291,001353
321,train,20,001356,001419
322,train,20,001431,001531
323,train,20,001542,001623
324,train,80,001624,001930
325,val,40,001946,002145
326,val,20,002154,002235
327,train,20,002243,002318
328,train,20,002326,002383
329,train,20,002386,002497
330,train,20,002500,002592
331,val,20,002593,002693
332,train,20,002704,002842
333,train,20,002844,002946
334,train,20,002953,003026
335,train,20,003034,003107
336,val,20,003109,003186
337,train,20,003192,003279
338,train,20,003282,003357
339,train,20,003363,003451
340,train,20,003452,003526
341,train,20,003529,003609
342,val,20,003613,003696
343,train,20,003703,003766
344,train,20,003767,003847
345,train,20,003852,003919
346,train,20,003923,003985
347,train,3,003987,003996
348,train,1,hehe_1_00000111,hehe_1_00000111
349,train,1,hehe_3_00000001,hehe_3_00000001
350,train,1,hehe_6_00000054,hehe_6_00000054
351,train,1,hehe_8_00000135,hehe_8_00000135
352,train,1,hehe_10_00000044,hehe_10_00000044
353,train,1,hehe_14_00000113,hehe_14_00000113
354,train,1,hehe_16_00000102,hehe_16_00000102
355,val,1,hehe_19_00000013,hehe_19_00000013
356,val,2,hehe_22_00000004,hehe_23_00000021
357,train,1,hehe_25_00000001,hehe_25_00000001
358,train,1,hehe_31_00000001,hehe_31_00000001
359,train,1,hehe_39_00000020,hehe_39_00000020
360,train,1,hehe_40_00000033,hehe_40_00000033
361,train,1,hehe_41_00000096,hehe_41_00000096
362,val,1,hehe_45_00000001,hehe_45_00000001
363,train,1,hehe_48_00000001,hehe_48_00000001
364,train,1,hehe_52_00000107,hehe_52_00000107
365,val,1,hehe_61_00000090,hehe_61_00000090
366,train,1,hehe_63_00000153,hehe_63_00000153
367,train,1,hehe_65_00000229,hehe_65_00000229
368,train,1,hehe_69_00000070,hehe_69_00000070
369,train,1,hehe_81_00000050,hehe_81_00000050
370,train,1,hehe_86_00000253,hehe_86_00000253
371,train,1,hehe_87_00000315,hehe_87_00000315
372,train,1,hehe_100_000001_049_00000001,hehe_100_000001_049_00000001
373,val,1,hehe_101_000001_049_00000022,hehe_101_000001_049_00000022
374,train,1,hehe_102_000001_049_00000043,hehe_102_000001_049_00000043
375,val,1,hehe_104_000001_050_00000172,hehe_104_000001_050_00000172
376,train,2,hehe_105_000002_001_00000201,hehe_107_000002_001_00000101
377,train,1,hehe_111_000002_003_00000001,hehe_111_000002_003_00000001
378,train,4,hehe_112_000002_003_00000082,hehe_115_000002_003_00000325
379,train,1,hehe_117_000002_004_00000049,hehe_117_000002_004_00000049
380,train,1,hehe_118_000002_004_00000097,hehe_118_000002_004_00000097
381,train,1,hehe_131_000002_007_00000001,hehe_131_000002_007_00000001
382,train,1,hehe_146_000002_010_00000166,hehe_146_000002_010_00000166
383,train,1,hehe_173_000002_024_00000105,hehe_173_000002_024_00000105
384,train,1,hehe_176_000002_025_00000001,hehe_176_000002_025_00000001
385,val,1,hehe_178_000002_025_00000079,hehe_178_000002_025_00000079
386,train,1,hehe_180_000002_025_00000157,hehe_180_000002_025_00000157
387,val,1,hehe_184_000002_027_00000109,hehe_184_000002_027_00000109
388,val,1,hehe_186_000002_028_00000050,hehe_186_000002_028_00000050
389,val,1,hehe_190_000002_029_00000072,hehe_190_000002_029_00000072
390,train,1,hehe_191_000002_029_00000143,hehe_191_000002_029_00000143
391,train,1,hehe_193_000002_029_00000285,hehe_193_000002_029_00000285
392,train,1,hehe_195_000002_030_00000057,hehe_195_000002_030_00000057
393,train,1,hehe_196_000002_030_00000113,hehe_196_000002_030_00000113
394,train,1,hehe_209_000002_033_00000133,hehe_209_000002_033_00000133
395,train,1,hehe_219_000002_039_00000185,hehe_219_000002_039_00000185
396,train,1,hehe_221_000002_041_00000050,hehe_221_000002_041_00000050
397,train,1,hehe_222_000002_041_00000099,hehe_222_000002_041_00000099
398,train,1,hehe_223_000002_041_00000148,hehe_223_000002_041_00000148
399,train,1,hehe_224_000002_041_00000197,hehe_224_000002_041_00000197
400,train,1,hehe_229_000002_043_00000001,hehe_229_000002_043_00000001
401,train,1,hehe_230_000002_043_00000061,hehe_230_000002_043_00000061
402,train,1,hehe_232_000002_043_00000181,hehe_232_000002_043_00000181
403,train,1,hehe_234_000002_044_00000055,hehe_234_000002_044_00000055
404,train,1,hehe_235_000002_044_00000109,hehe_235_000002_044_00000109
405,val,1,hehe_237_000002_044_00000217,hehe_237_000002_044_00000217
406,train,1,hehe_238_000002_045_00000001,hehe_238_000002_045_00000001
407,train,1,hehe_239_000002_045_00000050,hehe_239_000002_045_00000050
408,train,1,hehe_240_000002_045_00000099,hehe_240_000002_045_00000099
409,val,1,hehe_241_000002_045_00000148,hehe_241_000002_045_00000148
410,train,1,hehe_244_000002_047_00000062,hehe_244_000002_047_00000062
411,train,1,hehe_247_000002_047_00000245,hehe_247_000002_047_00000245
412,val,1,hehe_249_000002_048_00000061,hehe_249_000002_048_00000061
413,train,1,hehe_250_000002_048_00000121,hehe_250_000002_048_00000121
414,val,1,hehe_254_000002_049_00000071,hehe_254_000002_049_00000071
415,train,1,hehe_256_000002_049_00000211,hehe_256_000002_049_00000211
416,train,1,hehe_258_000002_050_00000066,hehe_258_000002_050_00000066
417,train,1,hehe_259_000002_050_00000131,hehe_259_000002_050_00000131
418,train,1,hehe_268_000002_058_00000051,hehe_268_000002_058_00000051
419,val,1,hehe_274_000002_060_00000105,hehe_274_000002_060_00000105
420,train,1,hehe_278_000002_066_00000050,hehe_278_000002_066_00000050
421,train,1,hehe_279_000002_066_00000099,hehe_279_000002_066_00000099
422,train,1,hehe_287_000002_070_00000130,hehe_287_000002_070_00000130
423,val,1,hehe_289_000002_071_00000001,hehe_289_000002_071_00000001
424,train,1,hehe_290_000002_071_00000051,hehe_290_000002_071_00000051
425,train,1,hehe_295_000002_072_00000189,hehe_295_000002_072_00000189
426,train,1,hehe_296_000002_074_00000001,hehe_296_000002_074_00000001
427,train,1,hehe_297_000002_074_00000075,hehe_297_000002_074_00000075
428,train,1,hehe_298_000002_074_00000223,hehe_298_000002_074_00000223
429,train,1,hehe_299_000002_074_00000297,hehe_299_000002_074_00000297
430,train,1,hehe_300_000002_076_00000001,hehe_300_000002_076_00000001
431,val,1,hehe_301_000002_076_00000042,hehe_301_000002_076_00000042
432,train,2,shuming_0_00000001,shuming_2_00000045
433,train,1,shuming_9_00000357,shuming_9_00000357
434,train,1,shuming_12_00000224,shuming_12_00000224
435,train,1,shuming_13_00000355,shuming_13_00000355
436,train,1,shuming_16_00000203,shuming_16_00000203
437,train,1,shuming_21_00000331,shuming_21_00000331
438,train,1,shuming_22_00000135,shuming_22_00000135
439,train,1,shuming_24_00000001,shuming_24_00000001
440,train,1,shuming_25_00000095,shuming_25_00000095
441,train,1,shuming_29_00000006,shuming_29_00000006
442,train,1,shuming_35_00000199,shuming_35_00000199
443,train,1,shuming_37_00000261,shuming_37_00000261
444,train,1,shuming_39_00000018,shuming_39_00000018
445,train,1,shuming_40_00000065,shuming_40_00000065
446,val,1,shuming_45_00000001,shuming_45_00000001
447,train,1,shuming_52_00000032,shuming_52_00000032
448,train,1,shuming_57_00000001,shuming_57_00000001
449,train,1,shuming_61_00000001,shuming_61_00000001
450,train,1,shuming_63_00000393,shuming_63_00000393
451,train,2,shuming_65_00000043,shuming_66_00000159
452,train,1,shuming_67_00000001,shuming_67_00000001
453,train,1,shuming_68_00000033,shuming_68_00000033
454,val,1,shuming_72_00000270,shuming_72_00000270
455,val,1,shuming_74_00000173,shuming_74_00000173
456,val,1,shuming_78_00000046,shuming_78_00000046
457,train,1,shuming_80_00000187,shuming_80_00000187
458,train,1,shuming_85_00000273,shuming_85_00000273
459,train,1,shuming_90_00000328,shuming_90_00000328
460,train,1,shuming_97_00000279,shuming_97_00000279
461,train,1,shuming_102_00000228,shuming_102_00000228
462,train,1,shuming_114_00000351,shuming_114_00000351
463,train,1,shuming_115_00000140,shuming_115_00000140
464,train,1,shuming_116_00000223,shuming_116_00000223
465,train,1,shuming_118_00000216,shuming_118_00000216
466,train,1,shuming_125_00000363,shuming_125_00000363
467,val,1,shuming_130_00000408,shuming_130_00000408
468,train,1,shuming_133_00000038,shuming_133_00000038
469,train,1,shuming_135_00000356,shuming_135_00000356
470,train,1,shuming_139_00000166,shuming_139_00000166
471,train,1,shuming_143_00000385,shuming_143_00000385
472,val,1,shuming_145_00000172,shuming_145_00000172
473,train,1,shuming_147_00000179,shuming_147_00000179
474,train,1,shuming_150_00000326,shuming_150_00000326
475,train,2,shuming_155_00000033,shuming_156_00000368
476,train,1,shuming_158_00000074,shuming_158_00000074
477,train,1,shuming_165_00000030,shuming_165_00000030
478,train,3,shuming_173_00000150,shuming_178_00000173
479,train,1,shuming_181_00000323,shuming_181_00000323
480,train,1,shuming_182_00000086,shuming_182_00000086
481,train,1,shuming_195_00000379,shuming_195_00000379
482,train,1,shuming_204_00000268,shuming_204_00000268
483,train,1,shuming_206_00000265,shuming_206_00000265
484,train,1,shuming_208_00000285,shuming_208_00000285
485,train,3,shuming_215_00000189,shuming_227_00000023
486,val,1,shuming_228_00000257,shuming_228_00000257
487,train,2,shuming_229_00000042,shuming_230_00000101
488,val,1,shuming_237_00000290,shuming_237_00000290
489,train,1,shuming_245_00000415,shuming_245_00000415
490,train,1,shuming_246_00000274,shuming_246_00000274
491,train,4,shuming_250_00000253,shuming_259_00000175
492,train,1,shuming_262_00000257,shuming_262_00000257
493,train,1,shuming_271_00000357,shuming_271_00000357
494,train,1,shuming_277_00000236,shuming_277_00000236
495,train,1,shuming_278_00000186,shuming_278_00000186
496,train,1,shuming_281_00000021,shuming_281_00000021
497,train,1,shuming_283_00000014,shuming_283_00000014
498,train,1,shuming_284_00000029,shuming_284_00000029
499,train,1,shuming_304_00000152,shuming_304_00000152
500,train,1,shuming_306_00000136,shuming_306_00000136
501,train,1,shuming_309_00000310,shuming_309_00000310
502,train,1,shuming_311_00000029,shuming_311_00000029
503,train,1,shuming_314_00000301,shuming_314_00000301
504,train,1,shuming_317_00000056,shuming_317_00000056
505,train,1,shuming_321_00000066,shuming_321_00000066
506,val,1,shuming_327_00000224,shuming_327_00000224
507,train,3,shuming_328_00000176,shuming_330_00000176
508,train,2,shuming_337_00000209,shuming_340_00000020
509,val,2,shuming_342_00000275,shuming_343_00000288
510,train,1,shuming_357_00000306,shuming_357_00000306
511,val,1,shuming_373_00000007,shuming_373_00000007
512,train,1,shuming_375_00000012,shuming_375_00000012
513,train,2,shuming_377_00000053,shuming_380_00000005
514,train,2,shuming_381_00000195,shuming_384_00000171
515,train,1,shuming_386_00000007,shuming_386_00000007
516,train,1,shuming_392_00000032,shuming_392_00000032
517,train,1,shuming_393_00000084,shuming_393_00000084
518,val,1,shuming_396_00000045,shuming_396_00000045
519,train,1,shuming_400_00000081,shuming_400_00000081
520,train,1,shuming_401_00000230,shuming_401_00000230
521,train,1,shuming_402_00000053,shuming_402_00000053
522,val,1,shuming_403_00000023,shuming_403_00000023
523,train,1,shuming_404_00000048,shuming_404_00000048
524,train,1,shuming_410_00000037,shuming_410_00000037
525,train,1,shuming_411_00000031,shuming_411_00000031
526,val,1,shuming_413_00000061,shuming_413_00000061
527,val,1,shuming_414_00000005,shuming_414_00000005
528,train,1,shuming_415_00000040,shuming_415_00000040
529,train,1,shuming_417_00000134,shuming_417_00000134
530,train,1,shuming_419_00000053,shuming_419_00000053
531,train,1,shuming_420_00000156,shuming_420_00000156
532,train,1,shuming_425_00000056,shuming_425_00000056
533,train,1,shuming_426_00000088,shuming_426_00000088
534,train,2,shuming_430_00000125,shuming_431_00000134
535,train,1,shuming_435_00000005,shuming_435_00000005
536,train,1,shuming_439_00000034,shuming_439_00000034
537,train,1,shuming_440_00000022,shuming_440_00000022
538,train,1,shuming_443_00000026,shuming_443_00000026
539,train,1,shuming_447_00000074,shuming_447_00000074
540,train,1,shuming_452_00000047,shuming_452_00000047
541,train,1,shuming_460_00000016,shuming_460_00000016
542,train,1,shuming_461_00000082,shuming_461_00000082
543,val,1,shuming_464_00000098,shuming_464_00000098
544,train,3,shuming_465_00000030,shuming_470_00000057
545,train,1,shuming_476_00000059,shuming_476_00000059
546,train,1,shuming_478_00000002,shuming_478_00000002
547,val,1,shuming_482_00000018,shuming_482_00000018
