stem,visible_file,infrared_file,depth_file,label_file,visible_shape,visible_dtype,infrared_shape,infrared_dtype,depth_shape,depth_dtype,depth_min,depth_max,depth_zero_ratio,depth_valid_ratio,depth_under_300_ratio,depth_over_19999_ratio,infrared_black_ratio,infrared_channel_mad,target_count,issues
000003_035_00000001,000003_035_00000001.png,000003_035_00000001.png,000003_035_00000001.png,000003_035_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.1636964699074074,0.8363035300925926,0.0,0.0,0.011649787808641975,0.808307925860087,9,
000003_035_00000179,000003_035_00000179.png,000003_035_00000179.png,000003_035_00000179.png,000003_035_00000179.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2064038387345679,0.7935961612654321,0.0,0.0,0.0018759645061728395,0.7828726172447205,7,
000003_051_00000365,000003_051_00000365.png,000003_051_00000365.png,000003_051_00000365.png,000003_051_00000365.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.7870331790123457,0.21296682098765432,0.0,0.0,0.00011140046296296297,2.57060444355011,5,
000003_068_00000082,000003_068_00000082.png,000003_068_00000082.png,000003_068_00000082.png,000003_068_00000082.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.6002464313271605,0.3997535686728395,0.0,0.0,0.0015885416666666667,1.8304099241892497,10,
000003_069_00000088,000003_069_00000088.png,000003_069_00000088.png,000003_069_00000088.png,000003_069_00000088.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.6283791473765432,0.3716208526234568,0.0,0.0,0.0005280671296296296,4.886612335840861,2,
000003_069_00000175,000003_069_00000175.png,000003_069_00000175.png,000003_069_00000175.png,000003_069_00000175.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5979846643518518,0.4020153356481482,0.0,0.0,0.002408371913580247,5.5274966557820635,2,
000003_080_00000307,000003_080_00000307.png,000003_080_00000307.png,000003_080_00000307.png,000003_080_00000307.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,12494,0.2506520061728395,0.7493238811728395,2.4112654320987653e-05,0.0,0.014841338734567902,1.9844772418340046,8,label_invalid_xywh_line_8
000003_080_00000409,000003_080_00000409.png,000003_080_00000409.png,000003_080_00000409.png,000003_080_00000409.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,12536,0.2636993634259259,0.7363006365740741,0.0,0.0,0.0024368248456790123,2.0206758181254068,8,
000003_081_00000171,000003_081_00000171.png,000003_081_00000171.png,000003_081_00000171.png,000003_081_00000171.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19733,0.33521653163580245,0.6647834683641975,0.0,0.0,0.0068610146604938275,2.399913509686788,12,
000003_081_00000341,000003_081_00000341.png,000003_081_00000341.png,000003_081_00000341.png,000003_081_00000341.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19971,0.3244584297839506,0.6755415702160494,0.0,0.0,0.0047834683641975306,2.415310581525167,11,
00000004,00000004.jpg,00000004.jpg,00000004.jpg,00000004.txt,360x640x3,uint8,360x640x3,uint8,360x640x3,uint8,0,255,0.7304427083333334,0.0,0.26955729166666664,0.0,0.18028645833333334,0.0,11,"depth_is_jpeg;depth_dtype_uint8;depth_not_single_channel_shape_(360, 640, 3)"
000004,000004.png,000004.png,000004.png,000004.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2394237075617284,0.7605762924382716,0.0,0.0,0.25968894675925924,0.1982671022415161,4,
000004_001_00000087,000004_001_00000087.png,000004_001_00000087.png,000004_001_00000087.png,000004_001_00000087.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.13056761188271604,0.869432388117284,0.0,0.0,1.0609567901234568e-05,1.7782574494679768,1,
000004_002_00000001,000004_002_00000001.png,000004_002_00000001.png,000004_002_00000001.png,000004_002_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.0764819637345679,0.923518036265432,0.0,0.0,2.7006172839506174e-05,2.0601382652918496,1,
000004_002_00000084,000004_002_00000084.png,000004_002_00000084.png,000004_002_00000084.png,000004_002_00000084.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.13400270061728395,0.8659972993827161,0.0,0.0,5.787037037037037e-06,2.1627542972564697,2,
000004_005_00000238,000004_005_00000238.png,000004_005_00000238.png,000004_005_00000238.png,000004_005_00000238.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4984514853395062,0.5015485146604939,0.0,0.0,0.00012249228395061728,2.5110683043797812,2,
000004_009_00000001,000004_009_00000001.png,000004_009_00000001.png,000004_009_00000001.png,000004_009_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.38146122685185185,0.6185387731481482,0.0,0.0,0.001070119598765432,1.542950729529063,2,
000004_009_00000081,000004_009_00000081.png,000004_009_00000081.png,000004_009_00000081.png,000004_009_00000081.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3378780864197531,0.662121913580247,0.0,0.0,0.0002025462962962963,2.0471347173055015,1,
000004_009_00000321,000004_009_00000321.png,000004_009_00000321.png,000004_009_00000321.png,000004_009_00000321.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2820158179012346,0.7179841820987655,0.0,0.0,3.7615740740740744e-05,2.129554033279419,1,
000004_010_00000199,000004_010_00000199.png,000004_010_00000199.png,000004_010_00000199.png,000004_010_00000199.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.25636284722222225,0.7436371527777778,0.0,0.0,0.0003636188271604938,1.7027202049891155,2,
000004_011_00000001,000004_011_00000001.png,000004_011_00000001.png,000004_011_00000001.png,000004_011_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.1980666473765432,0.8019333526234568,0.0,0.0,0.00045138888888888887,2.1281420389811196,2,
000004_011_00000171,000004_011_00000171.png,000004_011_00000171.png,000004_011_00000171.png,000004_011_00000171.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.37925154320987653,0.6207484567901235,0.0,0.0,7.330246913580247e-05,2.750218629837036,1,
000004_012_00000001,000004_012_00000001.png,000004_012_00000001.png,000004_012_00000001.png,000004_012_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5464776234567901,0.45352237654320987,0.0,0.0,4.436728395061728e-05,1.0555346210797627,6,
000004_013_00000001,000004_013_00000001.png,000004_013_00000001.png,000004_013_00000001.png,000004_013_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.39081404320987656,0.6091859567901234,0.0,0.0,9.98263888888889e-05,1.096899151802063,1,
000004_013_00000081,000004_013_00000081.png,000004_013_00000081.png,000004_013_00000081.png,000004_013_00000081.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.432944637345679,0.567055362654321,0.0,0.0,0.008971836419753087,1.0359047055244446,2,
000004_013_00000241,000004_013_00000241.png,000004_013_00000241.png,000004_013_00000241.png,000004_013_00000241.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3746788194444444,0.6253211805555555,0.0,0.0,0.0050443672839506175,1.1459272305170696,1,
000004_014_00000001,000004_014_00000001.png,000004_014_00000001.png,000004_014_00000001.png,000004_014_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.17145640432098766,0.8285435956790124,0.0,0.0,0.00015287422839506173,1.2926987012227376,1,
000004_015_00000163,000004_015_00000163.png,000004_015_00000163.png,000004_015_00000163.png,000004_015_00000163.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.16554880401234567,0.8344511959876543,0.0,0.0,0.00024112654320987653,1.0484767158826191,2,
000004_018_00000341,000004_018_00000341.png,000004_018_00000341.png,000004_018_00000341.png,000004_018_00000341.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19998,0.5361304012345679,0.4638695987654321,0.0,0.0,0.0,1.188392182191213,12,
000004_019_00000321,000004_019_00000321.png,000004_019_00000321.png,000004_019_00000321.png,000004_019_00000321.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.13390769675925926,0.8660923032407407,0.0,0.0,0.00012152777777777777,1.7132207949956257,2,
000004_034_00000079,000004_034_00000079.png,000004_034_00000079.png,000004_034_00000079.png,000004_034_00000079.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.24131944444444445,0.7586805555555556,0.0,0.0,6.462191358024691e-05,1.3378687898317974,2,
000004_036_00000082,000004_036_00000082.png,000004_036_00000082.png,000004_036_00000082.png,000004_036_00000082.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.18373456790123457,0.8162654320987655,0.0,0.0,0.00014419367283950618,1.6287123362223308,4,
000004_036_00000244,000004_036_00000244.png,000004_036_00000244.png,000004_036_00000244.png,000004_036_00000244.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.18639178240740742,0.8136082175925926,0.0,0.0,0.0001871141975308642,1.7458490530649822,3,
000004_036_00000325,000004_036_00000325.png,000004_036_00000325.png,000004_036_00000325.png,000004_036_00000325.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.13746238425925925,0.8625376157407407,0.0,0.0,0.0006987847222222222,1.8916226228078206,2,
000005,000005.png,000005.png,000005.png,000005.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2144748263888889,0.7855251736111111,0.0,0.0,0.21883439429012347,0.2089181492726008,5,
000005_003_00000181,000005_003_00000181.png,000005_003_00000181.png,000005_003_00000181.png,000005_003_00000181.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.34943045910493825,0.6505545910493827,1.4949845679012346e-05,0.0,0.00027391975308641974,2.6467570066452026,6,
000005_004_00000191,000005_004_00000191.png,000005_004_00000191.png,000005_004_00000191.png,000005_004_00000191.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.14494164737654322,0.8550583526234568,0.0,0.0,0.0,1.8070199886957805,3,
000005_004_00000286,000005_004_00000286.png,000005_004_00000286.png,000005_004_00000286.png,000005_004_00000286.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.18194782021604938,0.8180005787037037,5.160108024691358e-05,0.0,1.253858024691358e-05,1.3932578166325886,5,
000005_006_00000001,000005_006_00000001.png,000005_006_00000001.png,000005_006_00000001.png,000005_006_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2431322337962963,0.7568677662037037,0.0,0.0,0.0002594521604938272,1.3033809264500935,3,
000005_010_00000001,000005_010_00000001.png,000005_010_00000001.png,000005_010_00000001.png,000005_010_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.16262779706790123,0.8373456790123457,2.652391975308642e-05,0.0,1.253858024691358e-05,2.3384153048197427,1,
000005_010_00000050,000005_010_00000050.png,000005_010_00000050.png,000005_010_00000050.png,000005_010_00000050.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19998,0.18432822145061728,0.8156717785493827,0.0,0.0,4.822530864197531e-07,2.964107116063436,1,
000005_011_00000421,000005_011_00000421.png,000005_011_00000421.png,000005_011_00000421.png,000005_011_00000421.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.1777396797839506,0.8222603202160493,0.0,0.0,0.00010079089506172839,1.9989680449167888,10,
000005_013_00000001,000005_013_00000001.png,000005_013_00000001.png,000005_013_00000001.png,000005_013_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.18427131558641976,0.8157286844135803,0.0,0.0,2.4112654320987654e-06,3.902294635772705,12,
000005_014_00000292,000005_014_00000292.png,000005_014_00000292.png,000005_014_00000292.png,000005_014_00000292.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19994,0.09244261188271605,0.9075573881172839,0.0,0.0,9.403935185185185e-05,1.5651849110921223,6,bbox_cross_image_boundary_line_5
000005_017_00000205,000005_017_00000205.png,000005_017_00000205.png,000005_017_00000205.png,000005_017_00000205.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.587879050925926,0.4121209490740741,0.0,0.0,0.0027097800925925926,1.691232959429423,11,
000005_017_00000307,000005_017_00000307.png,000005_017_00000307.png,000005_017_00000307.png,000005_017_00000307.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5301085069444444,0.46989149305555555,0.0,0.0,0.0015711805555555555,1.5980263153711955,13,
000005_018_00000405,000005_018_00000405.png,000005_018_00000405.png,000005_018_00000405.png,000005_018_00000405.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5148630401234567,0.48510079089506175,3.616898148148148e-05,0.0,0.00015769675925925925,1.7251707315444946,5,
000005_019_00000105,000005_019_00000105.png,000005_019_00000105.png,000005_019_00000105.png,000005_019_00000105.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.47605806327160494,0.5239419367283951,0.0,0.0,0.0002445023148148148,1.957196831703186,6,
000005_019_00000209,000005_019_00000209.png,000005_019_00000209.png,000005_019_00000209.png,000005_019_00000209.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5076601080246913,0.49233989197530864,0.0,0.0,0.0004161844135802469,1.847130576769511,6,
000005_019_00000313,000005_019_00000313.png,000005_019_00000313.png,000005_019_00000313.png,000005_019_00000313.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.5118185763888888,0.48814380787037037,3.7615740740740744e-05,0.0,0.0008140432098765432,1.6076707045237224,8,
000005_024_00000001,000005_024_00000001.png,000005_024_00000001.png,000005_024_00000001.png,000005_024_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3572926311728395,0.6427073688271605,0.0,0.0,0.00032021604938271603,1.7996807495752971,8,
000005_026_00000001,000005_026_00000001.png,000005_026_00000001.png,000005_026_00000001.png,000005_026_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.22120756172839506,0.7787924382716049,0.0,0.0,0.0002517361111111111,2.0969078143437705,5,
000005_027_00000001,000005_027_00000001.png,000005_027_00000001.png,000005_027_00000001.png,000005_027_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.391304012345679,0.608695987654321,0.0,0.0,0.0003178047839506173,2.6549035708109536,9,
000005_027_00000247,000005_027_00000247.png,000005_027_00000247.png,000005_027_00000247.png,000005_027_00000247.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.39136574074074076,0.6086342592592593,0.0,0.0,0.0026490162037037038,2.7667444149653115,8,
000005_027_00000493,000005_027_00000493.png,000005_027_00000493.png,000005_027_00000493.png,000005_027_00000493.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.4040948109567901,0.5958902391975308,1.4949845679012346e-05,0.0,0.0011024305555555555,2.3202089071273804,9,
000005_028_00000001,000005_028_00000001.png,000005_028_00000001.png,000005_028_00000001.png,000005_028_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.22374614197530865,0.7762538580246914,0.0,0.0,0.00024739583333333335,2.818058808644613,3,
000005_028_00000163,000005_028_00000163.png,000005_028_00000163.png,000005_028_00000163.png,000005_028_00000163.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.31233217592592594,0.6876572145061728,1.0609567901234568e-05,0.0,9.018132716049383e-05,2.6792064905166626,6,
000005_029_00000191,000005_029_00000191.png,000005_029_00000191.png,000005_029_00000191.png,000005_029_00000191.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.13413917824074073,0.8658608217592593,0.0,0.0,3.713348765432099e-05,1.5806079705556233,7,
000005_032_00000001,000005_032_00000001.png,000005_032_00000001.png,000005_032_00000001.png,000005_032_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.19981626157407406,0.8001837384259259,0.0,0.0,2.0736882716049384e-05,2.315343976020813,14,
000005_032_00000205,000005_032_00000205.png,000005_032_00000205.png,000005_032_00000205.png,000005_032_00000205.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.30853443287037036,0.6914655671296296,0.0,0.0,0.00018470293209876543,3.022411902745565,13,
000005_036_00000001,000005_036_00000001.png,000005_036_00000001.png,000005_036_00000001.png,000005_036_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19998,0.06645833333333333,0.9335416666666667,0.0,0.0,5.931712962962963e-05,1.0186091860135396,5,
000005_036_00000108,000005_036_00000108.png,000005_036_00000108.png,000005_036_00000108.png,000005_036_00000108.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.06379484953703704,0.9362051504629629,0.0,0.0,3.279320987654321e-05,0.9348025719324747,4,
000005_036_00000215,000005_036_00000215.png,000005_036_00000215.png,000005_036_00000215.png,000005_036_00000215.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,9050,0.03125289351851852,0.9687471064814814,0.0,0.0,2.2665895061728396e-05,0.883204718430837,4,
000005_036_00000429,000005_036_00000429.png,000005_036_00000429.png,000005_036_00000429.png,000005_036_00000429.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,9108,0.030694926697530864,0.9693050733024692,0.0,0.0,9.162808641975309e-06,0.8056487838427225,4,
000006_002_00000001,000006_002_00000001.png,000006_002_00000001.png,000006_002_00000001.png,000006_002_00000001.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.3508130787037037,0.6491869212962963,0.0,0.0,0.0034182098765432097,3.083857774734497,11,
000006_002_00000102,000006_002_00000102.png,000006_002_00000102.png,000006_002_00000102.png,000006_002_00000102.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.2073070987654321,0.7926929012345679,0.0,0.0,0.004523533950617284,2.7917843659718833,13,
000006_004_00000104,000006_004_00000104.png,000006_004_00000104.png,000006_004_00000104.png,000006_004_00000104.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.19434413580246915,0.8056558641975309,0.0,0.0,0.0004021990740740741,2.4874823490778604,10,
000006_004_00000207,000006_004_00000207.png,000006_004_00000207.png,000006_004_00000207.png,000006_004_00000207.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.12112654320987655,0.8788734567901234,0.0,0.0,0.00011284722222222222,2.4432557821273804,10,
000006_004_00000413,000006_004_00000413.png,000006_004_00000413.png,000006_004_00000413.png,000006_004_00000413.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.12727141203703704,0.8727285879629629,0.0,0.0,0.00012297453703703702,2.445379058519999,10,
000006_005_00000295,000006_005_00000295.png,000006_005_00000295.png,000006_005_00000295.png,000006_005_00000295.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.06802228009259259,0.9319777199074074,0.0,0.0,0.0010464891975308641,1.4511953790982564,7,
000006_005_00000393,000006_005_00000393.png,000006_005_00000393.png,000006_005_00000393.png,000006_005_00000393.txt,1080x1920x3,uint8,1080x1920x3,uint8,1080x1920,uint16,0,19999,0.08930796682098766,0.9106920331790124,0.0,0.0,0.0017211612654320987,1.4942653576533,7,
